nama_tempat,user,review,rating,tanggal
Unknown,Susilo,"HAMPIR 1 JAM MIE NYA GK DATANG-DATANG, PADAHAL PENGUNJUNG GK FULL
YG ORDER DULUAN SIAPA YG DI ANTAR DULUAN SIAPA !!!!!!!!!!!!
TERAKHIR DAH KESINI,  GAK LAGI2 DATANG 🙏 …",1,6 bulan lalu
Unknown,Abdullah Iskandar,"Pesan makanan pembayaran QRIS BCA dan BRI gangguan. pesanan tidak masuk ke dapur tapi uang sudah diterima mereka. Pesanan lama tidak dibuat2. Kalau orang sebelah yang lebih lama tidak komplain karena belum terima makanan, kita tidak tahu …",2,9 bulan lalu
Unknown,Putra Buton,"Kata temanku sediain garpu, gak bisa pake sumpit",3,9 bulan lalu
Unknown,Sty Dijahh,"dine in dan GrabFood sama aj dpt sial, lembek banget kyk mie ayam jadinya.🤮 …",1,sebulan lalu
Unknown,saa raaa,"Usahakan ada larangan untuk merokok tidak nyaman saat mau makan ada bau rokok, krna bukan cuma ada orang dewasa disini anak kecil juga🙏 …",4,4 bulan lalu
Unknown,Naufal Afif,udang keju nya enak banget kemaren sy take away 5 porsi nyampe rumah masih angettt mantep,5,7 bulan lalu
Unknown,Aya putri Wijaya,makanan nya enak enakk pelayanannya juga bagus mantap deh🥰 …,5,sebulan lalu
Unknown,Nabila Virgi,Pelayanan ramah dan makanan nya juga enakk🤩🤩🤩 …,5,2 minggu lalu
Unknown,fazri bos,"makanan disini, sangat enak bumbu nya sangat kerasa dan manis, muantap poll",5,2 minggu lalu
Unknown,Jein Fransiska Sihaloho,"makanan nya enak, pelayanannya jg cukup cepat, ngga kaya dlu ehehe, sarannya gaada sii, oke smua",5,4 bulan lalu
Unknown,Alipia Ayu,"take ewey udang keju ga dapat saos nya, pdahal saos ny enak",2,6 bulan lalu
Unknown,Shinta Febriyani,"pelayanan nya baguss, makanan nyaa enakk , baguss pokoknyaa",5,7 bulan lalu
Unknown,Siti Komariah,"Saran aj ya lo buat mie gacoan a  sesuaikan ama level a , kadang level 1 pedas a berasa kay level 5 , kadang pas . Malam nie mie gacoan level 1 a berasa level 5 pedas betul . Padahal sering beli d sini bawa pulang",5,5 bulan lalu
Unknown,Ambrosiuspawe 30,"Pelayanan sangat ramah , makanan rasanya enak , pedasnya mantap.
the best lw dari saya",5,setahun lalu
Unknown,Noel,"Sorry ya, nunggu setengqh jam lebih sepi, orderan yg belakanhan di proses, terus yg didepan bagian take away, ojol kok anak baru bengong lambat terus keliling2, ga tau deh, benahin pelayanannya, 30 menit lebih dah fatal",1,6 bulan lalu
Unknown,Marsianus Ramun,"Pelayanan bagus, ramah, makanannya enak",5,6 bulan lalu
Unknown,Perdy Ryas,"SANGT KECEWA PELAYANAN GACOAN DI JALAN A.YANI, ANAK SAYA MINTA BABY CARE GA DI KSIH DAN TIDAK DI HERANIN, AKHIRNYA ANAK SAYA ANGKAT SENDIRI DARI UJUNG DAN ORANGNYA ASIK MAIN HANDPHONE SAMBIL SENYUM2 !! TDAK DI BANTU SAMA SEKALI",1,8 bulan lalu
Unknown,Andra Ramadan,"pelayanan ramah, tempat nya bersih, dan makanan nya enak",5,5 bulan lalu
Unknown,Kiya “Kiya” Shina,Tiap pesan minuman sm udng nya sllu ad hewan itupun ad tawon kecil,5,5 bulan lalu
Unknown,Azizah Maulidina,"emng gacoan favorit ajaa si disnii sukak aja disnii, pelayanan nya jga bgusss apaalgi sma kaka fifif",5,4 minggu lalu
Unknown,Abidah Ardelia Azizah,semua pelayanan cukup bagus makanannya juga enak,5,2 minggu lalu
Unknown,memey,"pelayanannya bagus, makanannya juga sesuai dan enak",4,7 bulan lalu
Unknown,Javier Dzakwan N,Untuk pelayanannya sudah cukup baik dan suasana ketika makan cukup nyaman dan enak,5,11 bulan lalu
Unknown,Anisfi Rahmadi,"Menunggu lama, mie sdh habis dimakan, dimsumnya belum jg dtg",4,3 minggu lalu
Unknown,Miftahur Rahmah22,"pelayanan lambat, saya pesen udamg keju dua yg datang cuman 1 nunggu 1 makanan sampe setengah jam",1,5 bulan lalu
Unknown,HenriYanto,"Tempat makannya beminyak terus ada cairan bekas pembersih dan kotoran sangkut di no meja terus piring mienya beminyak banget sampe ke pinggir pinggirnya ,terus beli es buah tidak ada sendoknya ,sama sedotan sampe harus minta ke depan …",4,6 bulan lalu
Unknown,Nur Saldia,"Pelayanannya cukup baik, tapi untuk waktu menunggu makannnya datang sangat lambatt",3,sebulan lalu
Unknown,Sopian Hadi,"Buat customer ojol jgn beli di a. Yani. Beli aja  gacoan di M. YAMIN.  Beda banget estimasi waktu nya jadi ordernya. Management a. Yani asli toll. Ndk ada perubahan, bukan mikir di kasih masukan ratusan driver bukan ada perbaikan malah ttp aja 2jam nunggu. Gila. Cs sampai marah ke driver",1,setahun lalu
Unknown,Miranda Wedyawati,"makanannya enak langganan aku disinii, pelayanannya oke ajaa sih bagus",5,6 bulan lalu
Unknown,Nandhanovella Sari,"pelayanan yang sangat bagus,makanan enak",5,8 bulan lalu
Unknown,frdanazira,"Saya disini pen bawa tumblr ternyata disuruh dititipin diluar, okey sebagai customer yang berbudi pekerti luhur saya mengikuti aturan tersebut, saya pun langsung menaruh tumblr saya di rak yang telah disediakan, saat saya tengah duduk dan …",3,5 bulan lalu
Unknown,Gilang Prayoga,"Makanannya enak, pelayanannya oke, TAPIIII suasana jadi terganggu dengan suara speaker yang pecah. Gk betah makan ditempat.",5,setahun lalu
Unknown,Yolanemilia Damanik,"Untuk rasanya saya suka udang kejunya dan mienya enak, terkadang masih kurang masak dan kadang terlalu masak",5,6 bulan lalu
Unknown,Indah Sari,pelayanan ramah dan makanan sangat enak,5,sebulan lalu
Unknown,NURMIATI,"Bagus banget tempatnya😍, ada outdor indorr orang” nya juga pada ramah” bangett …",5,sebulan lalu
Unknown,Icha Umi,"Makanannya best bgtt, pelayanannya kadang cepet kadang juga lama tapi masi bisa di makluminn",5,sebulan lalu
Unknown,Fadila Iriyanti,"Overall 8/10 karena dari layanan baik, pengantaran juga baik begitupun karyawannya tapi untuk makanan lumayan kurang karena terkadang mie gacoan nya hambar dan terkadang enak dan pas. Saya harap bisa dipertahankan untuk tetap enak. Terimakasih!",5,6 bulan lalu
Unknown,Arra Ay,Makanannya enak dan pelayanannya pun sangat ramah apa lagi untuk kak arul joh. Ramah bgt kak,5,7 bulan lalu
Unknown,Resti larasati,"lama banget mie nya di antar ada nunggu kaya sejam an, siomay ku sampe dingin sangkin lamanya mie nya datang",2,setahun lalu
Unknown,Song,"Pelayanan online makin lama, 40mnt belom jg selesai.. karyawan cm asik cerita aja. Sangat merugikan driver. Padahal bukan hari weekend.",1,5 bulan lalu
Unknown,King Mellow,"Kacau gacoan disini lambat banget proses makanannya bisa lebih dari 30 menit mending kalian makan gacoan di M yamin aja dah beda banget kecepatan proses makanannya ini bikin bete dah juga para ojol pada ngeluh ini tempat penghambat rezeki, …",1,9 bulan lalu
Unknown,Desi sifa,"Pelayanan lama udh mau 2 jam lebih nunggu gkada juga di panggil,cmn di tumpuk tumpuk aja mie x ga di bungkus bungkus kasian gojek nunggui lama lama smpai di marahin sma customer pelayanan x  juga bad attitude kebanyakan ngbrol …",1,9 bulan lalu
Unknown,Erika Jihan trivinisa,"Menurut saya pelayanannya bagus, tapi terkadang makanannya pedasnya berubah² padahal levelnya sama. Suasananya asik aja sih, sarannya mungkin untuk pemanggilan pesanan tidak usah pakai mikrofon karena agak berisik dan mengganggu ketenangan saat makan",4,10 bulan lalu
Unknown,Yon Bastian,"Soal makanan ok cman pelayanannya sangat kurang, saya sebagai konsumen sangat rugi waktu dan sudah nunggu lama (30) pesanan salah. Gimana perasaannya udh nahan lapar pesanan salah. Mohon di perbaikin lgi ke dpn nya.",1,9 bulan lalu
Unknown,Susi Raffa,"Pelayananx memuaskan,, rassa lumayan enak,, tempatx bagus.. keren laah pokokx..",5,setahun lalu
Unknown,Arliandi_Channel,"Untuk proses penyajian lebih cepat di pagi hari
Sementara siang dan malam lebih lama dikarenakan ramai",5,setahun lalu
Unknown,andreas bayu,"Mengobati Kangen makan Gacoan yang belum ada di Kutai Barat
Semoga Next buka Cabang di Kutai Barat yah Gacoannya 😍🤗 …",4,setahun lalu
Unknown,Jan Nah,makanan enak dan memuaskan  pelayanan bagus,5,2 minggu lalu
Unknown,Muthia Marilda,pelayanan ramah terbaik.,5,sebulan lalu
Unknown,Aura Dea Priasty,enak banget favoritt😍 …,5,sebulan lalu
Unknown,Aldo Kurniawan,"Untuk rasa seperti gacoan pada umumnya, pelayanan tolong ditingkatkan",5,11 bulan lalu
Unknown,Amarsyahzehan Saputra,"kualiatas makanan agak berbeda dengan Mie Gacoan di M.yamin, lebih enak yg di M.yamin/wahid hasyim 1, tidak ada larangan rokok, asap menggangu makan, udang rambutan keras, pesan Lv.1 yg datang Lv.5, yg Lv.0 kebanyakan kecap, yg belum pernah cobain gacoan m.yamin, cobain dan rasakan bedanya!",3,10 bulan lalu
Unknown,Syifa Az-Zahra,Karena saya berhenti kuliah jdi saya merencanakan untuk kumpul terlebih dahulu,5,2 minggu lalu
Unknown,Al Lim,"Aku sering bgt beli gacoan , tp 3x dapat yg gak memuaskan, LV 8 = LV 0 , LV 8 = LV 1. Pedasnya GK sesuai. Tolong di perhatikan lagi yaaa.",2,5 bulan lalu
Unknown,Tasya Aulia,"pelayanan bagus banget, rasanya juga enakkk bgtt topp",5,2 minggu lalu
Unknown,As at Musadat,Yang pake rompi abu yang namanya kelaa ramah baik ilove you kak ig nya sekalian,5,sebulan lalu
Unknown,Septia Rahmadani,"makanan nya enak, tempatnya bersih
pokoknya juara dehh☺👌🏼 …",5,setahun lalu
Unknown,Yuna Aha,"dikasih mie gacoan udah basi. ga worth it tempat ini, lebih baik yang di wahid Hasyim.",1,5 bulan lalu
Unknown,elvira nurcahyatika,"Ini tempat Bnyak nyamuk, ini anakku digigit nyamuk smpai bnyak gini, lalu kami pindah meja, tpi di suruh balik kemeja yg sebelumnya tanpa dikasih solusi 👎🏻 …",1,9 bulan lalu
Unknown,Riyas Fahmi Rasad,"gaje gojek yg di duluankan di banding yang di tempat, kelamaan nunggu udang keju",1,3 minggu lalu
Unknown,dfaa cahya utama,pelayanannya bagus dan juga makanannya sesuai sama levelnya,5,9 bulan lalu
Unknown,astrid utm12,mie gacoannya enak tempatnya bersih pelayanannya lumayan cepat skrg,5,3 minggu lalu
Unknown,Raka Arshad,"Makanan cepat sampai, pelayanan nya juga baik, lalu harganya juga terjangkau",5,2 minggu lalu
Unknown,Matnur_ Rizkian,"MOHON UNTUK SEMUA DRIVER OJEK ONLINE DI MINTA UNTUK KASIH RATE BINTANG 1 UTK MIE GACOAN CAB AHMAD YANI INI!!!, SUPER DUPER LAMAAAAAAA!!!!!! , KARYAWAN MASIH ANAK ANAK SEMUA PADA MAIN MAIN KERJAAN , WAKTU GAK SESUAI SOP STANDAR RESTO SUPER !!!!!",1,setahun lalu
Unknown,Amita Abelia Sosa,Makanan nya enak dan pelayanan nya oke,5,2 minggu lalu
Unknown,Nurmyyx,"Woahhhh , tempat nya nyaman bangett rekomend bangett sii kata akuu😩😍😍🫶🏻 …",5,sebulan lalu
Unknown,Athasya Kirana,"makanan nya enak, pelayanan nya ramahh banget",5,3 minggu lalu
Unknown,hamidah,"makan disini suasana nya enak, dan pelayanan nya juga sangat baik ramah ramah",5,6 bulan lalu
Unknown,ha ha,"Pelayannya sangat baik tempatnya bersih selalu dibersihkan, pelayanan sangat ramah",5,sebulan lalu
Unknown,Mayta Magfiratun Hasanah,Untuk makanannya soal rasanyaa selalu konsistennn enakkk dan murahh cocok banget untukk kalangan pelajarrr. recomended bgt pokoknyaa dan ramaii teruss,5,setahun lalu
Unknown,Rofi Aulia,Pelayanan bgus makanan enak,5,5 bulan lalu
Unknown,Meysa Sindi,"makanan enak semua, layanan ramah tamah baik sopan santun pokonya baik dehh dan ,suasana syahdu",5,5 bulan lalu
Unknown,Dika Ahmad ramadi,Hati hati ad lalat hijau nya udah minum setengah lagi,1,5 bulan lalu
Unknown,Fera Fransiska,Pelayanan sama makanan nya mantap,5,3 minggu lalu
Unknown,Alca Shalshabylla,"Tempatnya bersih n nyaman
Makanannya enak - enak
Dimsam dan NuGet keju  enak banget ,saya sangat suka dengan rasanya😍
Ngantrinya gak lama ,makanan yang di sajikan pun gak begitu lama untuk siap di makan …",4,setahun lalu
Unknown,Purti Wika,makanannya enak banget terus bersihh😵🤩😝😝🥰🥳✌🏻🙏🏻😋 …,5,5 bulan lalu
Unknown,M Rizki,Saya sangat suka karna bisa juga pakek dana  pokok nya mantap rasanya juga josssss mie gacoan,5,3 bulan lalu
Unknown,06. Angel Daun Datu,"enak banget, tapi kurang ice cream, soalnya gacoan kan mie pedas tuh",5,6 bulan lalu
Unknown,Pebryanti Nipa,"1. Sya dluan dtng, dluan pesan ketimbang meja d sebalh tpi mie sya dtng stelah mkanan mreka hbis dan mreka sdh pulng bru mie sya dtng byangkn aj brpa lama sya nunggu dan than kesal. …",3,7 bulan lalu
Unknown,bilqis maura,"tempatnya nyaman, dan pelayanannya sangat baik👍👍👍🤙 …",5,5 bulan lalu
Unknown,Yudha Harimukti,Aku coba L:3 lumayan pedas dan enak nikmat  terima kasih mie gacoan A.nyani belum selesai makan langsung di beres,5,8 bulan lalu
Unknown,dens putra,"Ramah, makanan nya enak cocok di kantong
Tempatnya sejuk, adem ,enak cocok buat selingkuh",5,setahun lalu
Unknown,Merliana Uto Madho,"Pelayanan sangat ramah, tempatnya nyaman, suasana bagus",5,sebulan lalu
Unknown,Nur asyfa Azzura,pelayanan nya ramah baik hati murah senyum kek mba kela wkwkwk makanan nya enak mantap the best,5,6 bulan lalu
Unknown,Zahratus sitta,"untuk makanan nya tentu membuat kami kenyang dan porsi yang pas, pelayanan yang cepat, ramah, dan tanggap, saya suka untuk makan disini kalo saya lagi pengen makan gacoan",5,6 bulan lalu
Unknown,meiliyati pegri fauqan nuury,"Tempatnya nyaman, makananya sesuai harga",5,setahun lalu
Unknown,Fadilla Chrusita,"Makanan enak, pelayanan cepat dan staf ramah",5,2 minggu lalu
Unknown,Dhea Tiara,makanannya oke pelayanan baik 👌 …,5,setahun lalu
Unknown,Balqis Purbaning Tyas,"makanannya enak, tekstur mie nya juga cocok untuk yg suka mie tipis, overall good",5,6 bulan lalu
Unknown,sevin pasaribu,"layanannya bagus dan cepat
makanannya enak",5,4 bulan lalu
Unknown,Aldy Umar wahyudi,mienya lembek jadi aneh + ga hangat kek mie uda lama di masak,1,sebulan lalu
Unknown,Nabila,"minumannya kadang hambar gitu, terus kadang pesanan tidak sesuai level",5,2 minggu lalu
Unknown,Muhammad Naufal Kamil,makanan nya enak” suasanya sejuk tenang karyawanya baikk” ❤️,5,8 bulan lalu
Unknown,Muhammad Teguh,"Edit :
Dapet mi gacoan polosan, mana bawang sma toping nya bosku. Dah lama nunggu juga bjir …",1,Diedit 7 bulan lalu
Unknown,Hamsan H,Klau sudah penuh orderan ojol m3nding di tutup aplikasinya ..jngan juga teralalu maruk sampe2 ngorbankan ojol yg seharusnya sudah dapat 100k ini baru 8k gara2 orderan yg lma nunggunya ....bagi2 juga lah jngan terlalu maruk,1,7 bulan lalu
Unknown,dzfor ly,"tempatnya nyaman, bumbu masakannya jugaa lumayan konsisten dan balance rasanya",5,7 bulan lalu
Unknown,Muhammad Akbar Rafsanjani,"pelayanan nya sangat buruk, pesanan cuma 2 datang nya sangat lama dan posisi ada yg baru datang tapi pesanan nya lebih cepat datang ketimbang yang udah nunggu lama, dan posisi jam 3 malam lumayan sepi. mana yang di dahulukan pesanan nya lebih banyak wkwk",1,7 bulan lalu
Unknown,Salomo Pogaga,"enak banget,pelayanannya bagus& baik",5,3 minggu lalu
Unknown,Noel Kalauserang,"tempat enak, adem, makanan cepat ddatang, pelayanan ramah",5,6 bulan lalu
Unknown,fadila asya,"pelayanan baik dn ramah,untuk makanan nya juga enak",5,6 bulan lalu
Unknown,Aldric Pradana,"seru makanannya enak, tempatnya nyaman, pelayanan cepat.",5,sebulan lalu
Unknown,1B_Angela Cindy Arlily Naingolan,"lelet bgt ya Allahhhhhhhh, pesennya apa, dikasinya, pesen dimsum malah dikasi pangsit,udh nunggu lama, salah lagi, ampun deh👎👎👎👎👎👎👎👎 …",1,10 bulan lalu
Unknown,Najwa Syakila,"Agak lama nunggu pesanan nya, semoga bisa lebih cepat lagi",5,sebulan lalu
Unknown,miwa ziyawn,"pelayanann nya baguss, makanan nyaa juga enakk terus tempatnya jugaa bersih + tempatt nongkrong paling bestt",5,6 bulan lalu
Unknown,Ucii 1106,"Makanan enak, layanan lumayan cepat, dan suasana nya nyaman",5,6 bulan lalu
Unknown,Rangga BajwaPutra14,"Tempatnya nyaman, pelayanan nya juga oke, Pegawainya baik baik cantik cantik ganteng ganteng",5,sebulan lalu
Unknown,Selly Dwi Ananda,Makanan cepat datang. Pelayanan ramah. Recomend deh👍 …,5,setahun lalu
Unknown,Adilliya Mugniyanti,"tempat sudah nyaman dan bersih, saran dsediakan playground anak kecil""an",5,6 bulan lalu
Unknown,Muhammad Husni Mubaraq,Kembaliannya kurang 500perak sebetulnya sih gakpapa cuman kalo dikali 100customer jadi nya 50.000,1,setahun lalu
Unknown,AVIVAH BASNI,pelayanann okeee tempat nyaaa jgaa baguss untuk nongki nongkii sebentrr,5,6 bulan lalu
Unknown,ANDINI REDINA PUTRI,pelayanan disini sangat bagus dan makanan disini enak dinikmati,5,6 bulan lalu
Unknown,Rifa'ul Jannah,"Tempatnya lebih luasss, nyaman juga buat berdua atau rame rame, mantapss",5,5 bulan lalu
Unknown,nitaa taa,"kak maaf bukannya mau menyinggung, tapi tolong pegawainya di tegur untuk pakai parfum atau deodorant kak🙏 jujur pelayanan nya bagus cuma saya langsung gak nafsu makan karena tiba tiba ada salah satu pegawai nya yang maaf bau🙏🙏🙏 …",2,6 bulan lalu
Unknown,Christionike Wandawijayantie,"udah nungguin hampir 2 jam tp pesanan ga dateng dateng, bahkan beberapa orang yg baru dateng udah duluan dianterin, gajelas bgtt",1,9 bulan lalu
Unknown,Echa Ririansyah,"Hari itu saya pesan bungkus buat ank sya...gacoan level 0 + udang keju 2 porsi , pas waktu pengambilan bru perhatikan struknya kok udang rambutan 2...sya komplaint lngsung kkasir gk bisa di ganti, ok fine gpp ...ad mkn dtempat juga …",1,7 bulan lalu
Unknown,shofa tajmila,"kata nica ini enak banget, nica yg imut sangat suka",5,2 minggu lalu
Unknown,Khamidhatul Aminin,Udah pasti tau lah ya rasanya gacoan. Cuma emang kalo lagi hectic kudu siapin kesabaran buat menunggu.,5,9 bulan lalu
Unknown,Isabel Putri,Tempatnya enak buat nongkrong ga terlalu rame banget dan pelayanannya cepat❤️❤️,5,5 bulan lalu
Unknown,Marcell Nurhidayah,"Tempat nya enak buat makan
Pelayanan nya cepat dan ramah sekali",5,10 bulan lalu
Unknown,Sam Brewok,Terlalu lama terbuang waktu ambil oderan gacoan karya an nya kerja lambat banget di bawah meja pengambilan makanan kotor ada sampah berserakan,1,setahun lalu
Unknown,Atthaphanpt,"Pelayanan ramah,makanan enak,tempat nyaman dan bersih",5,6 bulan lalu
Unknown,Naura Tara,"enak banget makanan nya , cocok juga untuk yang pengen ngemil ngemil, karna cemilan nya juga enak banget",5,6 bulan lalu
Unknown,Regina Jelita N.,"Tempatnya nyaman dan bersih, pelayanannya juga okee ⭐⭐",5,8 bulan lalu
Unknown,Hendyy N,"baru pertama ngerasain mie gacoan dan disarankan temen disini, ternyta dari segi tempatnya juga bagus dan pelayanannya terbaik",5,5 bulan lalu
Unknown,Tri Anugrah Putri,pelayanan cepat dan makanan enak,5,9 bulan lalu
Unknown,Putri Maulida,"lama bgt, saya tunggu 1 jam lebih loh
meja di samping saya baru datang tapi udah sampai.punya saya kok lama?",1,6 bulan lalu
Unknown,An,tempatnya enak pelayanannya bagus👍 …,5,9 bulan lalu
Unknown,Acong,"Alhamdulillah nikamt lezat makanannya di sini, pelayanan baik, suasan tidak rusuh tapi berisik",5,sebulan lalu
Unknown,Syakira rizqi Fitriani,"menurut saya makanan di sini sangat enak ,dan juga ramah pelayanannya,tempatnya juga bagus buat yang suka foto juga",5,6 bulan lalu
Unknown,Saipan,Jujur agak kecewa sama rasanya. Mie nya gak ada rasa kayak cuman mie sama sambel aja. Terus pangsit sama kerupuknya udah gak renyah sudah melempem,2,7 bulan lalu
Unknown,Talitha,"makanannya enakk, pelayanan nya baikk+ramahh",5,6 bulan lalu
Unknown,RAMA GAMING,"tempat nya enak buat nongkrong keluarga,temen,dan pelayanan nya cepet",5,8 bulan lalu
Unknown,Chantika Naisya sabira,"tempatnya luas buat makan banyak orang
sarannya mie gacoannya kurang berasa penyedapnya, mungkin lain kali bisa di tambahkan pnyedapnya lagi. SEMANGATT KAKA KAKA SEMUAA✨️",5,6 bulan lalu
Unknown,Nisrina Mutia,"Nyoba dine in pertama kali dan beneran dapet pengalaman seapes2nya:

- sistem pesen yg bingungi dan gak ada info ato gambar yg informatif (masak kudu …",1,9 bulan lalu
Unknown,nursyifaa setyanie,"pelayanan sangat baik dan ramah,tempatnya juga bersih",5,sebulan lalu
Unknown,Novalda Rahmadani,"tempatnya nyaman, luas juga, trs bersih karyawannya ya lumayan ramah, mienya juga yg kaya basah gtu jd bumbu gacoabnya lebih terasa mienya ga kering, tp kripik pangsitnya agak tebel jd agak keras lumayan susah buat dimakan pakai sumpit kalo ga dibantu pake tangan.",5,11 bulan lalu
Unknown,Martini Mar,"Di mie nya ada temuan serangga yg masih hidup, dan juga pangsit nya sudah bekas gigitan",1,6 bulan lalu
Unknown,Claudio sefalo,Pelayannya bagus makanannya enak tempatnya nyaman,5,4 minggu lalu
Unknown,bubbleshot,"tolong ya buat mba mba agak gemuk karyawan gacoan yg shift nya di jam 9 malam hari ini, kalau ambil struk dari cust saat cust ngambil pesanan take away nyantai aja ngambil nya, kek punya dendam banget ngambil nya ga nyantai, mana muka …",1,8 bulan lalu
Unknown,mawar cantika,pelayanan nya bagus ramah kakak' nya dan cepat sampai makanan nya,5,6 bulan lalu
Unknown,Rosella Aprilya Winanti,makanannya enakkk bgtt,5,6 bulan lalu
Unknown,Nadya Rahmah,"tempat nya seru, banyak makanan enak, pelayanan nya cepat dan ramah.",5,8 bulan lalu
Unknown,Dista Dista,Makanan nya enak pelayanan nya ramah,5,sebulan lalu
Unknown,Tri Wahyuni,"pelayanan lama, sampe 1 lebih jam didatangi kasir cuma dilempar kesana kesini",1,8 bulan lalu
Unknown,salsa bila,mba mba yang ngarahin meja ramah murah senyum makanan nya enak,5,6 bulan lalu
Unknown,Monica Hasan,Untuk makanannya cukup memuaskan dan pelayanan juga baik. Hanya saja untuk penyajian makanan dari kitchen ke pelanggan memakan cukup yang cukup lama kurang lebih setengah jam - 1 jam. …,4,setahun lalu
Unknown,Rahma Augie,"Antrian nya cepet ga se lama di cabang lain, mie nya jg joss bangett😍😍😍😍 …",5,5 bulan lalu
Unknown,syaharani puspita,"Mie nya enak, pelayanan nya cepat, so far so good",5,3 minggu lalu
Unknown,Syavna Syakura Zehira,"pelayanan ramahh, bersihh
thee bestt pokoknyaaa",5,setahun lalu
Unknown,Revan Janitra,"Tempatnya nyaman, pelayanan nya juga bagus",5,7 bulan lalu
Unknown,inayah zahra,"enak bangett, tempatnya bersih, pelayananya juga oke",5,2 minggu lalu
Unknown,TIARA IN GAYATRI,"Jelek woyy petugas nya prengat prengut padahal mreka yg salah NUNGGGU SUDAH 2jam HAMPIR 3 malah di bilang belum bayar ngotot lagi pdhl sdh d kasih bukti pembayaran yg sah, PAS DATANG MENUNYA SALAH MASA PESEN 8 dikasih 4 item TERUS MIE …",1,setahun lalu
Unknown,Alea Dayusman,Di mie gacoan ahmad yani rasanya pas dan konsisten,5,2 minggu lalu
Unknown,aljabar475,"Maaf Saya makan di sini kena 5 kali dapat yang pedas"" padahal saya pesan 1 atau 2 level malah dapat yang pedas betul saran saya kalo bisa di piring itu kasih tanda level nya biar gak kedapatan kejadian ini.",1,7 bulan lalu
Unknown,Utuh White,Buat semuanya dri pelayanan sampe makanan okee. Tapi tolong jgn panggil ibu (panggil mbak/kak bisa juga) org blum tua di panggil ibu😏 …,5,7 bulan lalu
Unknown,Fenny Fenny,"enak banget langsung bikin kenyang , pelayanan nya juga ramah ramah",5,2 minggu lalu
Unknown,Muhammad Alpin Fin,Pelayanannya ramah tempatnya bagus dan bersih rekomen,5,9 bulan lalu
Unknown,Yuni zuhriyah12,"kalo mau minta rating baiknya liat sikon dulu .disini lagi makan tanpa bilang maaf permisi dulu
cuma bilang belum selesai ya (bikin badmood) .. padahal sebelum makanan datang bisa bilang kak maaf apabila makanan sudah datang bisa berikan ulasan terbaik ya terimakasih",3,setahun lalu
Unknown,Muhammad Billy Wildan Ananda,"pelayananmya baik, makanannya enak",5,8 bulan lalu
Unknown,Fajar eka Prabowo,"Aku suka makan mie, otomatis aku cinta mie gacoan,
Sukses selalu, teruslah berinovasi",5,3 bulan lalu
Unknown,Oviee Kalenkurin,"Makanan nya murah, enak juga minumannya juga enak mantaapp👍 …",5,4 minggu lalu
Unknown,Chelnia Lambi,"makanan nya enak bgtt, tempat nya nyaman, parkiran nya luasss",5,6 bulan lalu
Unknown,fitria ramadhani,Tempatnya bersih dan karyawannya ramah,5,seminggu lalu
Unknown,Ptri Mlni,Makanan sangat enak dan pelayanan ramah gooddd,5,6 bulan lalu
Unknown,Abdrhman Ghifari,Ngga ada pangsitnya,3,Diedit 4 bulan lalu
Unknown,Fauzar Rahman,"Makanannya variatif, pelayanan ramah, suasana nyaman dan adem, dan tidak buat kantong bolong",5,setahun lalu
Unknown,Hana Azzahra,"makanan nya enak, tempat nya juga nyaman buat makan",5,sebulan lalu
Unknown,Ratih Yuniyarti,"Mienya enak lembut, pelayanan cepat, mantapppppp",5,11 bulan lalu
Unknown,Schela Saputri,"Pelayanan bagus,tempat bersih dan nyaman",5,sebulan lalu
Unknown,Meylly Indriani,"Tempatnya nyaman,pelayanan ramah",5,6 bulan lalu
Unknown,GP4 A,"Tai, mienya dluan dtng dimsum sma minumannya sejam kemudian",1,5 bulan lalu
Unknown,Salsabilaa,makanannnya sangat enakk dan bikin kenyang,5,seminggu lalu
Unknown,nabila anggraeni,"tempatnya nyaman, dan pelayanannya sangat baik",5,9 bulan lalu
Unknown,Pingky,pelayananny kurng baik di salah satu karyawan di meja take away,1,8 bulan lalu
Unknown,Addam Peng,"Pelayanan yang diberikan sangat baik, suasana juga mantap",5,6 bulan lalu
Unknown,firda caesarin,"Pelayanannya best, keceptan penyajian juga bagus.",5,3 minggu lalu
Unknown,karmila,Tempat nya nyaman dan bagus dan makanannya enak,5,6 bulan lalu
Unknown,Andre Firmansyah,"Makanannya enak, Pelayanannya bagu",5,9 bulan lalu
Unknown,ath,"Enak seperti biasa, tapi untuk es nya tolong diperhatikan lagi karena biasanya rasa sabun.",5,6 bulan lalu
Unknown,Jasmine Melati,"Ya memang target pasarnya anak muda/mahasiswa sih
Hawa panas krn terlalu rame. Pelayanan dominan self service, apalagi klo pesan minuman es, nunggu gorengan matang, baru diambil semua, jadi es nya keburu …",3,setahun lalu
Unknown,kiara fathana,enakk dan sesuaii di riview rivieww isinya banyak banyakk 🫰🫰 …,5,sebulan lalu
Unknown,Ekaariana Puspita,pelayanannya bagus boleh ditambahi es krim kak,5,6 bulan lalu
Unknown,rahmat ntas,"Bontok memang resto ini,kok bisa ngasi pesanan ke orang lain.",1,3 bulan lalu
Unknown,Ghea Aqilla,pelayanannya bagus & karyawan nya ramah,5,3 minggu lalu
Unknown,Anggi Dyah Ramadhani,"pelayanan nya baik, ramah, kaka nya juga cantikk""",5,sebulan lalu
